id,year,section,section_name,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,reference
"y1_new_1770921611895_87","1","4","Section 4","medium","Year 1 Question 87 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 87","Option B for Year 1 Question 87","Option C for Year 1 Question 87","Option D for Year 1 Question 87","C","Explanation for Year 1 Question 87 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_88","1","4","Section 4","medium","Year 1 Question 88 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 88","Option B for Year 1 Question 88","Option C for Year 1 Question 88","Option D for Year 1 Question 88","D","Explanation for Year 1 Question 88 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_89","1","4","Section 4","medium","Year 1 Question 89 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 89","Option B for Year 1 Question 89","Option C for Year 1 Question 89","Option D for Year 1 Question 89","A","Explanation for Year 1 Question 89 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_90","1","4","Section 4","medium","Year 1 Question 90 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 90","Option B for Year 1 Question 90","Option C for Year 1 Question 90","Option D for Year 1 Question 90","B","Explanation for Year 1 Question 90 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_91","1","4","Section 4","medium","Year 1 Question 91 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 91","Option B for Year 1 Question 91","Option C for Year 1 Question 91","Option D for Year 1 Question 91","C","Explanation for Year 1 Question 91 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_92","1","4","Section 4","medium","Year 1 Question 92 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 92","Option B for Year 1 Question 92","Option C for Year 1 Question 92","Option D for Year 1 Question 92","D","Explanation for Year 1 Question 92 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_93","1","4","Section 4","medium","Year 1 Question 93 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 93","Option B for Year 1 Question 93","Option C for Year 1 Question 93","Option D for Year 1 Question 93","A","Explanation for Year 1 Question 93 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_94","1","4","Section 4","medium","Year 1 Question 94 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 94","Option B for Year 1 Question 94","Option C for Year 1 Question 94","Option D for Year 1 Question 94","B","Explanation for Year 1 Question 94 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_95","1","4","Section 4","medium","Year 1 Question 95 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 95","Option B for Year 1 Question 95","Option C for Year 1 Question 95","Option D for Year 1 Question 95","C","Explanation for Year 1 Question 95 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_96","1","4","Section 4","medium","Year 1 Question 96 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 96","Option B for Year 1 Question 96","Option C for Year 1 Question 96","Option D for Year 1 Question 96","D","Explanation for Year 1 Question 96 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_97","1","4","Section 4","medium","Year 1 Question 97 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 97","Option B for Year 1 Question 97","Option C for Year 1 Question 97","Option D for Year 1 Question 97","A","Explanation for Year 1 Question 97 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_98","1","4","Section 4","medium","Year 1 Question 98 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 98","Option B for Year 1 Question 98","Option C for Year 1 Question 98","Option D for Year 1 Question 98","B","Explanation for Year 1 Question 98 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_99","1","4","Section 4","medium","Year 1 Question 99 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 99","Option B for Year 1 Question 99","Option C for Year 1 Question 99","Option D for Year 1 Question 99","C","Explanation for Year 1 Question 99 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_100","1","4","Section 4","medium","Year 1 Question 100 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 100","Option B for Year 1 Question 100","Option C for Year 1 Question 100","Option D for Year 1 Question 100","D","Explanation for Year 1 Question 100 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_101","1","5","Section 5","medium","Year 1 Question 101 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 101","Option B for Year 1 Question 101","Option C for Year 1 Question 101","Option D for Year 1 Question 101","A","Explanation for Year 1 Question 101 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_102","1","5","Section 5","medium","Year 1 Question 102 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 102","Option B for Year 1 Question 102","Option C for Year 1 Question 102","Option D for Year 1 Question 102","B","Explanation for Year 1 Question 102 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_103","1","5","Section 5","medium","Year 1 Question 103 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 103","Option B for Year 1 Question 103","Option C for Year 1 Question 103","Option D for Year 1 Question 103","C","Explanation for Year 1 Question 103 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_104","1","5","Section 5","medium","Year 1 Question 104 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 104","Option B for Year 1 Question 104","Option C for Year 1 Question 104","Option D for Year 1 Question 104","D","Explanation for Year 1 Question 104 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_105","1","5","Section 5","medium","Year 1 Question 105 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 105","Option B for Year 1 Question 105","Option C for Year 1 Question 105","Option D for Year 1 Question 105","A","Explanation for Year 1 Question 105 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_106","1","5","Section 5","medium","Year 1 Question 106 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 106","Option B for Year 1 Question 106","Option C for Year 1 Question 106","Option D for Year 1 Question 106","B","Explanation for Year 1 Question 106 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_107","1","5","Section 5","medium","Year 1 Question 107 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 107","Option B for Year 1 Question 107","Option C for Year 1 Question 107","Option D for Year 1 Question 107","C","Explanation for Year 1 Question 107 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_108","1","5","Section 5","medium","Year 1 Question 108 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 108","Option B for Year 1 Question 108","Option C for Year 1 Question 108","Option D for Year 1 Question 108","D","Explanation for Year 1 Question 108 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_109","1","5","Section 5","medium","Year 1 Question 109 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 109","Option B for Year 1 Question 109","Option C for Year 1 Question 109","Option D for Year 1 Question 109","A","Explanation for Year 1 Question 109 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_110","1","5","Section 5","medium","Year 1 Question 110 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 110","Option B for Year 1 Question 110","Option C for Year 1 Question 110","Option D for Year 1 Question 110","B","Explanation for Year 1 Question 110 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_111","1","5","Section 5","medium","Year 1 Question 111 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 111","Option B for Year 1 Question 111","Option C for Year 1 Question 111","Option D for Year 1 Question 111","C","Explanation for Year 1 Question 111 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_112","1","5","Section 5","medium","Year 1 Question 112 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 112","Option B for Year 1 Question 112","Option C for Year 1 Question 112","Option D for Year 1 Question 112","D","Explanation for Year 1 Question 112 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_113","1","5","Section 5","medium","Year 1 Question 113 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 113","Option B for Year 1 Question 113","Option C for Year 1 Question 113","Option D for Year 1 Question 113","A","Explanation for Year 1 Question 113 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_114","1","5","Section 5","medium","Year 1 Question 114 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 114","Option B for Year 1 Question 114","Option C for Year 1 Question 114","Option D for Year 1 Question 114","B","Explanation for Year 1 Question 114 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
"y1_new_1770921611895_115","1","5","Section 5","medium","Year 1 Question 115 about workplace safety, tools, and equipment for steamfitters.","Option A for Year 1 Question 115","Option B for Year 1 Question 115","Option C for Year 1 Question 115","Option D for Year 1 Question 115","C","Explanation for Year 1 Question 115 covering the correct answer and safety procedures.","AIT Period 1 Curriculum"
